# Weather station Astana, Kazakhstan, WMO_ID=35188,selection from 04.01.2018 till 31.12.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=35188&lang=en
#
"Local time in Astana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.02.2018 23:00";"-12.1";"733.9";"768.1";"-0.2";"85";"Wind blowing from the west";"1";"";"";"100%.";"Mist. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-8.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-14.2";"0.2";"12";"";"";"";"";
"23.02.2018 20:00";"-11.2";"734.1";"768.1";"-0.5";"81";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-8.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-13.8";"0.2";"12";"";"";"";"";
"23.02.2018 17:00";"-10.6";"734.6";"768.6";"-0.5";"75";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"-14.3";"";"";"";"";"";"";
"23.02.2018 14:00";"-9.4";"735.1";"768.9";"-0.7";"70";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-14.0";"";"";"";"";"";"";
"23.02.2018 11:00";"-11.7";"735.8";"770.0";"-0.6";"73";"Wind blowing from the south";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Snow and/or other types of solid precipitation";"-17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-15.6";"0.2";"12";"";"";"";"";
"23.02.2018 08:00";"-16.3";"736.4";"771.2";"-0.2";"83";"Wind blowing from the south";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Snow and/or other types of solid precipitation";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-18.5";"0.2";"12";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"23.02.2018 05:00";"-15.7";"736.6";"771.4";"-0.3";"82";"Wind blowing from the south";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-18.1";"";"";"";"";"";"";
"23.02.2018 02:00";"-14.4";"736.9";"771.4";"-0.2";"84";"Wind blowing from the south-southwest";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-16.5";"";"";"";"";"";"";
"22.02.2018 23:00";"-14.8";"737.1";"771.7";"-0.1";"84";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"-8.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-16.9";"";"";"";"";"";"";
"22.02.2018 20:00";"-13.3";"737.2";"771.6";"0.1";"84";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"-8.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-15.4";"";"";"";"";"";"";
"22.02.2018 17:00";"-10.8";"737.1";"771.2";"0.3";"81";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-13.4";"";"";"";"";"";"";
"22.02.2018 14:00";"-9.9";"736.8";"770.8";"-0.1";"73";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-13.8";"";"";"";"";"";"";
"22.02.2018 11:00";"-11.7";"736.9";"771.1";"0.8";"74";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"-16.4";"";"";"";"";"";"";"10.0";"-15.4";"Trace of precipitation";"12";"";"";"";"";
"22.02.2018 08:00";"-16.4";"736.1";"770.9";"1.8";"85";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-18.3";"Trace of precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"19.0";
"22.02.2018 05:00";"-13.3";"734.3";"768.7";"1.8";"85";"Wind blowing from the west-southwest";"2";"";"";"100%.";"Snow grains (with or without fog). ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"";"-15.3";"";"";"";"";"";"";
"22.02.2018 02:00";"-12.5";"732.5";"766.6";"2.5";"85";"Wind blowing from the west";"3";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"";"-14.5";"";"";"";"";"";"";
"21.02.2018 23:00";"-8.0";"730.0";"763.3";"1.6";"87";"Wind blowing from the west";"5";"";"";"100%.";"Snow grains (with or without fog). ";"Snow and/or other types of solid precipitation";"Blizzard";"";"-3.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"200-300";"Altostratus translucidus.";"";"";"-9.8";"1.0";"12";"";"";"";"";
"21.02.2018 20:00";"-4.9";"728.4";"761.3";"0.7";"89";"Wind blowing from the west-southwest";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-3.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-6.4";"1.0";"12";"";"";"";"";
"21.02.2018 17:00";"-4.3";"727.7";"760.6";"-0.2";"87";"Wind blowing from the south-southwest";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-6.1";"";"";"";"";"";"";
"21.02.2018 14:00";"-3.9";"727.9";"760.7";"-1.5";"83";"Wind blowing from the south";"4";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-6.4";"";"";"";"";"";"";
"21.02.2018 11:00";"-3.3";"729.4";"762.1";"-0.7";"58";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"-7.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"10.0";"-10.4";"";"";"";"";"";"";
"21.02.2018 08:00";"-5.1";"730.1";"763.2";"-1.5";"50";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"10.0";"-13.9";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"19.0";
"21.02.2018 05:00";"-5.5";"731.6";"764.8";"-2.0";"50";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"";"-14.5";"";"";"";"";"";"";
"21.02.2018 02:00";"-7.5";"733.6";"767.2";"-1.3";"54";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"";"-15.2";"";"";"";"";"";"";
"20.02.2018 23:00";"-6.9";"734.9";"768.4";"-2.0";"44";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"-5.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"";"-17.1";"";"";"";"";"";"";
"20.02.2018 20:00";"-7.3";"736.9";"770.6";"-1.3";"49";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"";"-5.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"";"-16.4";"";"";"";"";"";"";
"20.02.2018 17:00";"-6.7";"738.2";"771.8";"-1.8";"45";"Wind blowing from the east-southeast";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"-16.7";"";"";"";"";"";"";
"20.02.2018 14:00";"-6.9";"740.0";"773.8";"-1.7";"46";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"-16.8";"";"";"";"";"";"";
"20.02.2018 11:00";"-11.4";"741.7";"776.2";"-0.8";"53";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";" ";"";"";"-17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-19.1";"";"";"";"";"";"";
"20.02.2018 08:00";"-14.9";"742.5";"777.4";"-0.9";"71";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-19.0";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"21.0";
"20.02.2018 05:00";"-17.3";"743.4";"778.7";"-1.0";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-20.2";"";"";"";"";"";"";
"20.02.2018 02:00";"-15.7";"744.4";"779.5";"-1.1";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-18.2";"";"";"";"";"";"";
"19.02.2018 23:00";"-15.1";"745.5";"780.6";"-1.2";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"-11.6";"";"";"";"";"";"";"-18.1";"Trace of precipitation";"12";"";"";"";"";
"19.02.2018 20:00";"-16.3";"746.7";"782.0";"-0.3";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"-11.6";"";"";"";"";"";"";"-19.5";"Trace of precipitation";"12";"";"";"";"";
"19.02.2018 17:00";"-12.4";"747.0";"781.8";"-0.7";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.8";"";"";"";"";"";"";
"19.02.2018 14:00";"-12.5";"747.7";"782.6";"-0.6";"59";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-18.9";"";"";"";"";"";"";
"19.02.2018 11:00";"-16.5";"748.3";"783.7";"-0.1";"66";"Wind blowing from the south";"2";"";"";"40%.";"Clouds generally dissolving or becoming less developed. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-23.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-21.5";"Trace of precipitation";"12";"";"";"";"";
"19.02.2018 08:00";"-22.3";"748.4";"784.7";"0.4";"76";"Wind blowing from the south";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"4.0";"-25.4";"Trace of precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"21.0";
"19.02.2018 05:00";"-22.6";"748.0";"784.3";"0.3";"77";"Wind blowing from the south-southwest";"1";"";"";"100%.";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"";"-25.5";"";"";"";"";"";"";
"19.02.2018 02:00";"-22.6";"747.7";"784.0";"-0.2";"76";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-25.7";"";"";"";"";"";"";
"18.02.2018 23:00";"-22.0";"747.9";"784.1";"0.1";"76";"Wind blowing from the south-southeast";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-13.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-25.1";"0.3";"12";"";"";"";"";
"18.02.2018 20:00";"-20.0";"747.8";"783.7";"0.5";"77";"Wind blowing from the south";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-13.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-23.0";"0.3";"12";"";"";"";"";
"18.02.2018 17:00";"-16.1";"747.3";"782.6";"0.2";"73";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-19.8";"";"";"";"";"";"";
"18.02.2018 14:00";"-14.1";"747.1";"782.2";"-0.5";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";"Clouds generally dissolving or becoming less developed. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"10.0";"-19.8";"";"";"";"";"";"";
"18.02.2018 11:00";"-17.6";"747.6";"783.1";"0.0";"79";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-20.4";"0.2";"12";"";"";"";"";
"18.02.2018 08:00";"-22.4";"747.6";"783.8";"0.5";"77";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-25.3";"0.2";"12";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"18.02.2018 05:00";"-21.5";"747.1";"783.1";"0.0";"78";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-24.3";"";"";"";"";"";"";
